"","ds","Google_Impressions","Facebook_Impressions","Affiliate_Impressions","Organic_Views","Email_Impressions","type","solID","cluster","top_sol"
"39",2018-09-29,790486.55055797,219824.361992643,9363.53933448563,869.412896694834,341255.095303377,"adstockedMedia","1_51_13",3,FALSE
"40",2018-10-06,780371.008813142,95711.4492471725,8194.04179111724,661.043729913243,311536.900900609,"adstockedMedia","1_51_13",3,FALSE
"41",2018-10-13,687991.668817512,123006.063453099,8009.34391556154,1544.03359992548,305728.19516978,"adstockedMedia","1_51_13",3,FALSE
"42",2018-10-20,873061.930497011,106520.268767791,7557.69961825716,2397.96757956646,300568.716731522,"adstockedMedia","1_51_13",3,FALSE
"43",2018-10-27,830983.810130875,115163.737049006,6193.53811972604,1711.85626224916,315334.642621114,"adstockedMedia","1_51_13",3,FALSE
"44",2018-11-03,744306.045546935,171995.269064379,6490.27262260788,1958.33263555868,311147.452033403,"adstockedMedia","1_51_13",3,FALSE
"45",2018-11-10,1137158.62222642,194677.968457999,6325.53853760212,4643.64822907505,599231.903075564,"adstockedMedia","1_51_13",3,FALSE
"46",2018-11-17,1736165.39541933,283900.352748063,5980.74699325195,4251.5104258162,628545.672683178,"adstockedMedia","1_51_13",3,FALSE
"47",2018-11-24,1990343.68968324,744452.004826685,6107.20669181166,2406.91516673172,642431.904283429,"adstockedMedia","1_51_13",3,FALSE
"48",2018-12-01,1482689.82600842,127916.883513857,6928.6117754052,1846.10198718415,775676.490445254,"adstockedMedia","1_51_13",3,FALSE
"49",2018-12-08,798726.229601192,69020.6614965081,6584.13231560553,1889.02295328091,531131.910868875,"adstockedMedia","1_51_13",3,FALSE
"50",2018-12-15,591438.899992844,146220.013053069,6107.65224244058,3244.99861093171,426167.729786821,"adstockedMedia","1_51_13",3,FALSE
"51",2018-12-22,500870.0777156,60922.669158834,6238.69776090467,3999.78388418631,403127.379591964,"adstockedMedia","1_51_13",3,FALSE
"52",2018-12-29,509568.217683789,46920.5243476718,6411.98784833252,4197.8686202256,540950.781307753,"adstockedMedia","1_51_13",3,FALSE
"53",2019-01-05,473978.271767158,19551.7430064625,7538.430590311,4055.44690366288,558839.931469394,"adstockedMedia","1_51_13",3,FALSE
"54",2019-01-12,452444.066328755,41143.3958352635,9043.81944695402,3172.61828614531,440027.221743001,"adstockedMedia","1_51_13",3,FALSE
"55",2019-01-19,477433.586894645,85416.6933242897,10791.3399946509,2409.70675683085,516097.566657679,"adstockedMedia","1_51_13",3,FALSE
"56",2019-01-26,464055.015170373,276229.373086034,14011.5888220141,3854.49064541463,442184.558055288,"adstockedMedia","1_51_13",3,FALSE
"57",2019-02-02,538513.831328412,201181.332851319,12959.0551288207,2933.64021595536,417337.547788412,"adstockedMedia","1_51_13",3,FALSE
"58",2019-02-09,454865.657199355,115297.7914725,12186.9297611348,3028.435112146,416072.829748901,"adstockedMedia","1_51_13",3,FALSE
"59",2019-02-16,372793.315394668,123823.525464902,11405.9195677081,4260.63290097024,515675.237877599,"adstockedMedia","1_51_13",3,FALSE
"60",2019-02-23,378591.888010169,42920.8322946194,10592.1947180123,3684.18524039049,371758.039296268,"adstockedMedia","1_51_13",3,FALSE
"61",2019-03-02,508785.893756936,22812.0929557703,10931.1563634603,3397.92950091205,463888.346325813,"adstockedMedia","1_51_13",3,FALSE
"62",2019-03-09,538784.719184672,36076.6317759448,10834.5715699362,2660.0756379808,449107.05193557,"adstockedMedia","1_51_13",3,FALSE
"63",2019-03-16,571342.477356961,67365.0023277366,13167.9319559985,4593.34817207866,415975.077180648,"adstockedMedia","1_51_13",3,FALSE
"64",2019-03-23,645874.181129167,79202.8463401314,11916.2402828748,6319.50741661673,411526.284249392,"adstockedMedia","1_51_13",3,FALSE
"65",2019-03-30,495307.797660586,108674.488109943,10983.6800050643,8403.83138026786,491512.431693537,"adstockedMedia","1_51_13",3,FALSE
"66",2019-04-06,512248.43578871,57254.8573380061,10595.7079523456,9609.0207113291,430919.803478103,"adstockedMedia","1_51_13",3,FALSE
"67",2019-04-13,593221.837086023,88209.5090709989,9476.83437217425,8784.81280693509,412616.962033069,"adstockedMedia","1_51_13",3,FALSE
"68",2019-04-20,642291.49442613,125730.714792784,9128.90626570491,9938.06272748366,440021.275660225,"adstockedMedia","1_51_13",3,FALSE
"69",2019-04-27,571219.244563789,109661.480099211,10115.7606484084,7543.62357542603,506167.256556923,"adstockedMedia","1_51_13",3,FALSE
"70",2019-05-04,653722.246383868,88737.7451180278,8331.21076001571,7857.25855735787,387387.504515095,"adstockedMedia","1_51_13",3,FALSE
"71",2019-05-11,592431.339459585,112269.7251287,9147.81574959668,10186.9242864822,313578.150754961,"adstockedMedia","1_51_13",3,FALSE
"72",2019-05-18,513127.619625627,170070.733803764,7640.40993383564,12173.2712456501,351587.291968386,"adstockedMedia","1_51_13",3,FALSE
"73",2019-05-25,665168.058205974,200681.287476537,8562.50013915777,11814.8197598871,347627.914412614,"adstockedMedia","1_51_13",3,FALSE
"74",2019-06-01,667971.870513426,67266.8350557521,7770.45160352127,13832.9144674828,309288.545803461,"adstockedMedia","1_51_13",3,FALSE
