"","ds","dep_var","trend","season","holiday","Google_Impressions","Facebook_Impressions","Affiliate_Impressions","Organic_Views","Email_Impressions","intercept","depVarHat","solID","cluster","top_sol"
"3031",2019-10-12,136164,15438.2319709546,1258.44884001979,0,3990.48785721238,1292.41101684679,0,0,3949.84812503396,70955.4165969746,96884.8444070421,"1_132_8",3,FALSE
"3032",2019-10-19,144244,15525.8901285071,944.701441906254,0,3736.2417701777,981.012275010948,0,0,3604.43351922624,70955.4165969746,95747.6957318028,"1_132_8",3,FALSE
"3033",2019-10-26,135736,15613.5482860595,518.707338017911,0,5476.96198363575,638.708473472525,0,0,3517.98230943363,70955.4165969746,96721.3249875939,"1_132_8",3,FALSE
"3034",2019-11-02,118467,15701.206443612,1040.57616439877,0,6042.09812214641,783.624517740335,0,0,3242.29519211944,70955.4165969746,97765.2170369915,"1_132_8",3,FALSE
"3035",2019-11-09,214919,15788.8646011644,3051.37907630892,0,9363.92913652293,3104.25001631011,0,0,4828.08106384002,70955.4165969746,107091.920491121,"1_132_8",3,FALSE
"3036",2019-11-16,217094,15876.5227587169,6016.2860017269,0,10356.8845023422,9116.16580611696,0,0,5939.04541789849,70955.4165969746,118260.321083776,"1_132_8",3,FALSE
"3037",2019-11-23,206061,15964.1809162693,8567.50117069765,0,9758.785235131,18344.725892874,0,0,3858.88083517355,70955.4165969746,127449.49064712,"1_132_8",3,FALSE
"3038",2019-11-30,388146,16051.8390738218,9372.1168197775,0,9819.76768164253,12001.4101807208,0,0,5866.06760853168,70955.4165969746,124066.617961469,"1_132_8",3,FALSE
"3039",2019-12-07,358799,16139.4972313742,7993.82450637388,0,7333.35511892421,12050.2820662754,0,0,5681.49171106331,70955.4165969746,120153.867230986,"1_132_8",3,FALSE
"3040",2019-12-14,275981,16227.1553889267,5134.47808371615,0,4336.08588150454,10548.1633767574,0,0,3853.94772608611,70955.4165969746,111055.247053966,"1_132_8",3,FALSE
"3041",2019-12-21,186635,16314.8135464791,2105.31604450632,0,3014.88187903148,2868.22572845534,0,0,3703.09449836879,70955.4165969746,98961.7482938157,"1_132_8",3,FALSE
"3042",2019-12-28,130755,16402.4717040316,-47.1339024248605,0,3619.22214986559,111.220626009541,0,0,2615.41684261363,70955.4165969746,93656.6140170701,"1_132_8",3,FALSE
"3043",2020-01-04,129272,16490.129861584,-1090.45512765595,0,2578.3199445213,72.2276264574911,0,0,2886.58682783644,70955.4165969746,91892.2257297179,"1_132_8",3,FALSE
"3044",2020-01-11,90981,16577.7880191365,-1462.99744713716,0,2304.92681937652,183.541102864558,0,0,3769.83339490178,70955.4165969746,92328.5084861168,"1_132_8",3,FALSE
"3045",2020-01-18,105848,16665.446176689,-1676.221720117,0,2329.66789967102,275.193135694187,0,0,3673.89238517894,70955.4165969746,92223.3944740907,"1_132_8",3,FALSE
"3046",2020-01-25,76253,16753.1043342414,-1863.80815943508,0,3291.18104145333,124.170671111584,0,0,3095.36384383473,70955.4165969746,92355.4283281806,"1_132_8",3,FALSE
"3047",2020-02-01,72475,16840.7624917939,-1852.84241756987,0,3834.49496279583,5.29357963596542,0,0,7250.59040915194,70955.4165969746,97033.7156227823,"1_132_8",3,FALSE
"3048",2020-02-08,77613,16928.4206493463,-1558.75636113975,0,4025.07342173569,338.04856694918,0,0,3934.4053551161,70955.4165969746,94622.6082289821,"1_132_8",3,FALSE
"3049",2020-02-15,168172,17016.0788068988,-1194.19874289466,0,3424.07132733268,1853.1763016646,0,0,2841.6201940273,70955.4165969746,94896.1644840033,"1_132_8",3,FALSE
"3050",2020-02-22,119598,17103.7369644512,-1057.11948813721,0,3293.0760419974,1778.47875314417,0,0,3826.23911638723,70955.4165969746,95899.8279848174,"1_132_8",3,FALSE
"3051",2020-02-29,99357,17191.3951220037,-1188.16700977239,0,3196.54592753256,270.110926543459,0,0,2932.46620649342,70955.4165969746,93357.7677697753,"1_132_8",3,FALSE
"3052",2018-01-06,59417,9005.44703736997,-927.679856142276,0,0.698058871594123,19.6616713897657,0,0.167690775341484,3118.43528037554,74917.2514606195,86133.9813432594,"1_133_10",3,FALSE
"3053",2018-01-13,56806,9022.91867683809,-1126.27352353134,0,0.312981213028604,0.117438846079178,0,0.511211264215416,4250.66794168851,74917.2514606195,87065.5061869381,"1_133_10",3,FALSE
"3054",2018-01-20,48715,9040.39031630622,-1280.88295672715,0,1.47700089787282,7.16556968099176,0,0.622774373503686,4000.24341394078,74917.2514606195,86686.2675790917,"1_133_10",3,FALSE
"3055",2018-01-27,72047,9057.86195577434,-1383.74856836909,0,0.385375110930719,24.9620286799692,0,0.367252849869385,3901.61704253058,74917.2514606195,86518.6965471961,"1_133_10",3,FALSE
"3056",2018-02-03,56235,9075.33359524246,-1297.68794403126,0,0.585248247994973,3.71969795187031,0,0.160107235218182,3838.94675558697,74917.2514606195,86538.3089208528,"1_133_10",3,FALSE
"3057",2018-02-10,56347,9092.80523312279,-1037.33898279635,0,1.42207538659822,2.63975712327282,0,0.154234333786791,3970.38885986636,74917.2514606195,86947.322637656,"1_133_10",3,FALSE
"3058",2018-02-17,81604,9110.27687100313,-810.822565787386,0,1.58012798903678,71.2407207996867,0,0.0313187255764814,4892.10312249265,74917.2514606195,88181.6610558422,"1_133_10",3,FALSE
"3059",2018-02-24,80492,9127.74850888346,-791.063463827545,0,1.20379193409467,0.000791982090809601,0,0.0306438689976028,4674.78858452472,74917.2514606195,87929.9603179853,"1_133_10",3,FALSE
"3060",2018-03-03,61804,9145.22015046735,-917.958170944862,0,1.18517982880132,0.112977213805544,0,0.0736848638791464,4030.13930655885,74917.2514606195,87176.0245886073,"1_133_10",3,FALSE
"3061",2018-03-10,64944,9162.69179205124,-986.590961965938,0,1.40814799898511,29.9552246163975,0,0.115895667175277,4181.64265470091,74917.2514606195,87306.4742136883,"1_133_10",3,FALSE
"3062",2018-03-17,62945,9180.16343363513,-913.222774470921,0,0.800351141620513,0.113730040376857,0,0.220666226559354,4167.57602304197,74917.2514606195,87352.9028902342,"1_133_10",3,FALSE
"3063",2018-03-24,65018,9197.63507521902,-840.041588360066,0,1.30957247641669,10.2083583422211,0,0.328761817322355,3961.6369838328,74917.2514606195,87248.3286239472,"1_133_10",3,FALSE
"3064",2018-03-31,68472,9215.10671713522,-936.551080416824,0,1.76689485934399,1.44301077456338,0,0.491754589020878,3947.35241477046,74917.2514606195,87146.8611723313,"1_133_10",3,FALSE
"3065",2018-04-07,53473,9232.57835905141,-1145.46183459592,0,487.170722505417,38.9434389610437,0,0.0519648285498421,3900.57594942869,74917.2514606195,87431.1100607987,"1_133_10",3,FALSE
"3066",2018-04-14,59351,9250.05000096761,-1212.77302409171,0,933.340497871816,12.2957674447,0,0.188554045006002,4340.72107224361,74917.2514606195,88241.0743291005,"1_133_10",3,FALSE
"3067",2018-04-21,72647,9267.52164048084,-997.40564970772,0,1039.6499405446,3.13292395963506,0,0.0196136438143504,3918.76675944494,74917.2514606195,88148.9366889856,"1_133_10",3,FALSE
"3068",2018-04-28,62975,9284.99327999406,-686.812096867422,0,1161.5855826314,1.16179326834431,0,0.37047119827642,4175.98874967324,74917.2514606195,88854.5392405174,"1_133_10",3,FALSE
"3069",2018-05-05,73440,9302.46491950729,-623.806910433598,0,1298.22010135862,6.95459561868098,0,0.461276379150187,3829.24354687273,74917.2514606195,88730.7889899224,"1_133_10",3,FALSE
"3070",2018-05-12,73081,9319.93655902051,-913.7652209331,0,1711.52311648422,4.46476963489052,0,0.231861360563107,3485.2502656895,74917.2514606195,88524.8928118761,"1_133_10",3,FALSE
"3071",2018-05-19,63422,9337.4081922141,-1275.16790802177,0,1799.58586066907,0.0129554521685192,0,0.0272208054579811,3619.01597698122,74917.2514606195,88398.1337587197,"1_133_10",3,FALSE
"3072",2018-05-26,65930,9354.8798254077,-1337.79407999831,0,1778.83510130225,0.329925837310622,0,0.0388774086109662,4061.61057181587,74917.2514606195,88775.1516823929,"1_133_10",3,FALSE
"3073",2018-06-02,67830,9372.35145860129,-1061.86589399758,0,1498.18617666426,10.1872973306881,0,0.0465542732484441,3438.55960275149,74917.2514606195,88174.7166562429,"1_133_10",3,FALSE
"3074",2018-06-09,72316,9389.82309329426,-784.169068860874,0,1382.40209990317,43.8788727198937,0,0.0278254022110627,3599.48002059923,74917.2514606195,88548.6943036774,"1_133_10",3,FALSE
"3075",2018-06-16,66903,9407.29472798724,-820.482618973762,0,1266.80588799095,6.74246839451756,0,0.143690715217184,3397.09587258293,74917.2514606195,88174.8514893166,"1_133_10",3,FALSE
"3076",2018-06-23,68825,9424.76636268022,-1084.58574321104,0,1319.70860510025,2.10731376895615,0,0.28361676257986,3700.65143127075,74917.2514606195,88280.1830469912,"1_133_10",3,FALSE
"3077",2018-06-30,90421,9442.23799737319,-1184.59113324233,0,1507.40178307521,3.82814800519474,0,0.224491567409047,3609.22222025156,74917.2514606195,88295.5749676497,"1_133_10",3,FALSE
"3078",2018-07-07,47768,9459.70964011128,-902.177971256357,0,1954.12896738372,2.91742434251082,0,0.539191485771678,3307.04726205936,74917.2514606195,88739.4159747458,"1_133_10",3,FALSE
"3079",2018-07-14,110359,9477.18128284937,-492.669171035939,0,2321.03679013442,191.841810989747,0,0.576640351664754,4055.87117624193,74917.2514606195,90471.0899901507,"1_133_10",3,FALSE
"3080",2018-07-21,111259,9494.65292558745,-427.618327589722,0,2042.37544232809,93.2087619158579,0,0.638228896212739,3541.28010082424,74917.2514606195,89661.7885925816,"1_133_10",3,FALSE
"3081",2018-07-28,69277,9512.12456609309,-845.370456819067,0,1938.75359874093,35.8728225063197,0,0.494181470864946,3562.07758646723,74917.2514606195,89121.2037590789,"1_133_10",3,FALSE
"3082",2018-08-04,73348,9529.59620659874,-1337.26094616786,0,1803.98732679279,51.6578736214925,0,0.359939126043459,3060.54203741377,74917.2514606195,88026.1338980045,"1_133_10",3,FALSE
"3083",2018-08-11,59450,9547.06784710439,-1344.05349595792,0,1830.15894923807,63.8097413286485,0,0.16546205781679,3441.30997728798,74917.2514606195,88455.7099416785,"1_133_10",3,FALSE
"3084",2018-08-18,85245,9564.53948761003,-753.971534893764,0,2449.24580244948,181.291493053797,0,0.112454529006041,3812.2555270967,74917.2514606195,90170.7246904648,"1_133_10",3,FALSE
"3085",2018-08-25,96340,9582.01113330378,-50.1245721487268,0,2621.03461258709,1210.0818232291,0,0.216033004639854,3885.31599942818,74917.2514606195,92165.7864900236,"1_133_10",3,FALSE
"3086",2018-09-01,87248,9599.48277899753,169.060345043296,0,2833.15305686413,669.113984195469,0,0.0412503774667825,3394.75421619963,74917.2514606195,91582.857092297,"1_133_10",3,FALSE
"3087",2018-09-08,72504,9616.95442469127,-200.513158352136,0,2747.40999687888,1101.12813269221,0,0.185529454574535,3424.54392908633,74917.2514606195,91606.9603150706,"1_133_10",3,FALSE
"3088",2018-09-15,102759,9634.42607038502,-664.712932200099,0,3001.57961711209,416.923519652356,0,0.123198614825721,3371.87729092225,74917.2514606195,90677.4682251059,"1_133_10",3,FALSE
"3089",2018-09-22,94933,9651.89770971057,-635.914284568359,0,2957.73947001264,654.796280666342,0,0.395735406608243,3298.31755733049,74917.2514606195,90844.4839291778,"1_133_10",3,FALSE
"3090",2018-09-29,99169,9669.36934903611,-23.8455023010673,0,3342.94885949188,535.955035909601,0,0.454001936099069,3042.93943331242,74917.2514606195,91485.0726380046,"1_133_10",3,FALSE
"3091",2018-10-06,116818,9686.84098836165,682.402691087999,0,3330.70579167298,48.8770780782014,0,0.320340488286737,2842.02963427691,74917.2514606195,91508.4279845855,"1_133_10",3,FALSE
"3092",2018-10-13,105914,9704.31263064838,914.830267156611,0,2997.76183655071,95.2244025386869,0,0.959265016869331,2802.82229988311,74917.2514606195,91433.1621624139,"1_133_10",3,FALSE
"3093",2018-10-20,128191,9721.78427293511,618.73857872781,0,3639.44784161591,63.2214169374951,0,1.71895192682535,2766.7464311422,74917.2514606195,91728.9089539049,"1_133_10",3,FALSE
"3094",2018-10-27,112396,9739.25591522184,376.455766712997,0,3529.60361631617,78.8144155204022,0,1.13408105494355,2870.78411718181,74917.2514606195,91513.2993726277,"1_133_10",3,FALSE
"3095",2018-11-03,156591,9756.72755750856,943.608735517016,0,3220.25313546986,255.535642727408,0,1.33466230105358,2841.00225221145,74917.2514606195,91935.7134463549,"1_133_10",3,FALSE
"3096",2018-11-10,186876,9774.19919579207,2590.15924800499,0,4517.70414224426,372.055104462939,0,3.99051846335608,4462.59705747546,74917.2514606195,96637.9567270626,"1_133_10",3,FALSE
"3097",2018-11-17,208474,9791.67083407558,4785.90759042246,0,6213.89873825313,1092.67343127703,0,3.64294718854619,4584.55344993858,74917.2514606195,101389.598451775,"1_133_10",3,FALSE
"3098",2018-11-24,338311,9809.14247235909,6482.08364016771,0,6884.15748271037,9669.04986400955,0,1.80155772175056,4642.66252035645,74917.2514606195,112406.148997944,"1_133_10",3,FALSE
"3099",2018-12-01,266300,9826.61491530606,6783.57347252315,0,5756.27406247618,138.497415628282,0,1.25971485688127,5165.26408223578,74917.2514606195,102588.735123646,"1_133_10",3,FALSE
"3100",2018-12-08,187382,9844.08735825303,5524.42829782123,0,3627.91396253635,18.1435737819772,0,1.27914435553942,4123.18306395136,74917.2514606195,98056.286861319,"1_133_10",3,FALSE
"3101",2018-12-15,190487,9861.55980119999,3338.99635990156,0,2695.28385508812,156.450625538286,0,2.54439919231094,3564.05873718619,74917.2514606195,94536.145238726,"1_133_10",3,FALSE
"3102",2018-12-22,109947,9879.03224414696,1197.52087339698,0,2248.64409603997,12.725521420607,0,3.34465632024843,3432.41464866221,74917.2514606195,91690.9335006065,"1_133_10",3,FALSE
"3103",2018-12-29,66448,9896.50622789251,-225.222264889343,0,2238.7462342727,5.51011326368245,0,3.57578344441638,4184.54812266082,74917.2514606195,91020.9156772643,"1_133_10",3,FALSE
"3104",2019-01-05,69510,9913.98021163805,-868.940527944651,0,2088.79664563982,0.425586424920816,0,3.43550166581683,4267.26008390822,74917.2514606195,90322.2089619517,"1_133_10",3,FALSE
"3105",2019-01-12,55500,9931.4541953836,-1098.60842307114,0,1991.14179507263,3.55106447529567,0,2.53342335478383,3644.3091262019,74917.2514606195,89391.6326420366,"1_133_10",3,FALSE
"3106",2019-01-19,82436,9949.30626411165,-1253.36104782331,0,2083.91706923109,31.5252144024221,0,1.77984450965367,4058.52625914854,74917.2514606195,89788.9450641995,"1_133_10",3,FALSE
"3107",2019-01-26,70817,9967.1583328397,-1375.99448514063,0,2034.66391730837,991.681051819404,0,3.18044519084584,3658.53187923389,74917.2514606195,90196.4726018711,"1_133_10",3,FALSE
"3108",2019-02-02,68198,9985.01040156775,-1329.50817456372,0,2329.12501523838,420.170356928271,0,2.28671851027085,3516.95316073861,74917.2514606195,89841.2889390391,"1_133_10",3,FALSE
"3109",2019-02-09,64101,10002.8624702958,-1088.57890801622,0,2013.70159572129,82.7169539504624,0,2.3628338793853,3510.73698550887,74917.2514606195,89441.0533919591,"1_133_10",3,FALSE
"3110",2019-02-16,103598,10022.7442410755,-838.532900155677,0,1660.95505718879,97.9008581906287,0,3.61765645710011,4057.79442152692,74917.2514606195,89921.7307949028,"1_133_10",3,FALSE
"3111",2019-02-23,81055,10042.6260118552,-778.852429432354,0,1659.45688264881,4.58568500892695,0,3.04915440426234,3235.52008711756,74917.2514606195,89083.6368522219,"1_133_10",3,FALSE
"3112",2019-03-02,74590,10062.5077826349,-893.751475383535,0,2184.10470039232,0.658622888638019,0,2.74939738913481,3784.801952913,74917.2514606195,90058.322441454,"1_133_10",3,FALSE
"3113",2019-03-09,59796,10082.3895534146,-985.586380081089,0,2334.74501426439,2.41731821399499,0,2.01843427526835,3699.9316586179,74917.2514606195,90053.1670593246,"1_133_10",3,FALSE
"3114",2019-03-16,87191,10106.8247703226,-932.543491633735,0,2476.69226657613,15.5536926963477,0,3.96278446446718,3508.93981267509,74917.2514606195,90096.6812957204,"1_133_10",3,FALSE
"3115",2019-03-23,82885,10131.2599872307,-843.566830533347,0,2773.8756658376,25.6675553947259,0,5.89567998109631,3483.80413614417,74917.2514606195,90494.1876546744,"1_133_10",3,FALSE
"3116",2019-03-30,67061,10155.6952041387,-905.62381274421,0,2210.07103769784,65.5783183518932,0,8.28834760119985,3932.65684548026,74917.2514606195,90383.9174011452,"1_133_10",3,FALSE
"3117",2019-04-06,79718,10185.9804629623,-1110.62005960089,0,2244.27666127417,10.2969401978164,0,9.70626274583325,3595.03689127405,74917.2514606195,89851.9286194727,"1_133_10",3,FALSE
"3118",2019-04-13,55278,10216.2657217858,-1221.40703258673,0,2558.16955022697,35.0578003252371,0,8.8240322072053,3489.55092598076,74917.2514606195,90003.7124585588,"1_133_10",3,FALSE
"3119",2019-04-20,75983,10246.5509806094,-1052.37624580256,0,2764.82503610784,101.077369471894,0,10.1014481194985,3650.06634670871,74917.2514606195,90637.4963958343,"1_133_10",3,FALSE
"3120",2019-04-27,90974,10276.836239433,-733.041660358837,0,2508.51183156144,68.9043279349633,0,7.44038962082469,4008.25692317102,74917.2514606195,91054.1595119819,"1_133_10",3,FALSE
"3121",2019-05-04,80480,10314.2511819046,-606.71179689007,0,2810.57306488847,36.8339180521441,0,7.73407830910176,3333.77234644719,74917.2514606195,90813.704253331,"1_133_10",3,FALSE
