"","Affiliate_Impressions_alphas","Affiliate_Impressions_gammas","Affiliate_Impressions_thetas","Email_Impressions_alphas","Email_Impressions_gammas","Email_Impressions_thetas","Facebook_Impressions_alphas","Facebook_Impressions_gammas","Facebook_Impressions_thetas","Google_Impressions_alphas","Google_Impressions_gammas","Google_Impressions_thetas","Organic_Views_alphas","Organic_Views_gammas","Organic_Views_thetas","train_size","Google_Impressions_inflexion","Facebook_Impressions_inflexion","Affiliate_Impressions_inflexion","Organic_Views_inflexion","Email_Impressions_inflexion","Google_Impressions_inflation","Facebook_Impressions_inflation","Affiliate_Impressions_inflation","Organic_Views_inflation","Email_Impressions_inflation","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"11",2.5400054915,0.60622797975,0.29612421975,1.66133735675,0.6499932807,0.12758551932,2.9834463415,0.5586751167,0.04879128528,1.08662424125,0.99278268626,0.19456693896,2.12534215975,0.72054912662,0.19708489752,0.634538852,2667744.25768685,653693.01009126,12681.9694016933,34914.2755426847,679605.462661619,1.23922165829252,1.05083604378646,1.41617504120631,1.23780053141526,1.14505090855568,0.0472850049724077,-0.119219231349011,-0.590657979350752,0.155210100386142,0.213505141104841,0.32143634804601,0.213505141104841,0.0384467285923148,0,1104826.55007912,0.195300559,5654727.87225015,1e-04,0,0.245651483535767,49.6765718460083,"1_81_14",1,81,14,1214,TRUE,TRUE,3,0.0288559278528891,1,FALSE
"12",2.86808000725,0.362982323558,0.24987208686,2.88432115925,0.69604001087,0.12428567595,2.95210330225,0.65484287272,0.016783740075,1.15053520025,0.82108048993,0.20553243093,2.10662790625,0.47640820141,0.13269929223,0.6360557897,2229790.90708084,753560.442856133,7323.26386641342,21547.2118487749,726738.985583488,1.25615547677071,1.01692702968191,1.32972584436698,1.14861817204143,1.14077237634204,0.06473715342685,-0.131218260624753,-0.561146601494224,0.153781934771153,0.214646572822287,0.318440593766733,0.214646572822287,0.0213583300424988,0,1010597.29319823,0.178635092,5654727.87225015,1e-04,0,0.225894451141357,51.1398077011108,"1_84_1",1,84,1,1246,TRUE,TRUE,3,0.0276754304415498,1,FALSE
"13",2.82333971425,0.41044406093,0.26065549254,1.5146953825,0.78920602983,0.21374942424,2.946164423,0.47514817334,0.016963403319,1.1787595545,0.89172759681,0.26792358516,2.0427374165,0.92183269897,0.06202109196,0.63676912202,2573907.59482575,546827.298189433,8350.13707136447,38840.8045478864,858974.070238924,1.3620476984056,1.01711130307195,1.34892321879089,1.0643868156848,1.26933758650619,0.144116405700521,-0.108648924062555,-0.392267337914179,0.147111231255947,0.212494539812721,0.300723867807442,0.212494539812721,0.0540460714904488,0,660177.330740629,0.1166595176,5654727.87225015,1e-04,0,0.24353289604187,52.3803989887238,"1_86_4",1,86,4,1279,TRUE,TRUE,1,0.0279528442852891,1,FALSE
"14",2.82333971425,0.41044406093,0.26065549254,1.5146953825,0.78920602983,0.21374942424,2.946164423,0.47514817334,0.016963403319,1.1787595545,0.89172759681,0.26792358516,2.77473501375,0.81067252733,0.06202109196,0.63676912202,2573907.59482575,546827.298189433,8350.13707136447,34157.1450237635,858974.070238924,1.3620476984056,1.01711130307195,1.34892321879089,1.0643868156848,1.26933758650619,0.144116405700521,-0.108648924062555,-0.392267337914179,0.147111231255947,0.212494539812721,0.300723867807442,0.212494539812721,0.0540460714904488,0,660177.330740629,0.1166595176,5654727.87225015,1e-04,0,0.256162166595459,56.0426294803619,"1_92_4",1,92,4,1369,TRUE,TRUE,1,0.0279528442852891,1,FALSE
"15",2.85504928325,0.78811692853,0.23734459962,1.92909274725,0.83645703776,0.1811158719,2.979964197,0.53099345612,0.03961164933,1.04956349875,0.80833940269,0.27763252977,1.54917549825,0.88605417598,0.06472041294,0.63435187046,2355817.72642533,618317.900038052,15748.6109895267,37431.4693201433,895836.195141661,1.38015123116554,1.04088373209211,1.30809891456136,1.06737709359776,1.21922206418541,0.0445038199162249,-0.119107685063393,-0.596102926807868,0.155436481538682,0.21349450141147,0.321986029006691,0.21349450141147,0.0384478802443893,0,1115819.18659421,0.1972447261,5654727.87225015,1e-04,0,0.278364658355713,56.6754179000854,"1_93_4",1,93,4,1384,TRUE,TRUE,3,0.0289304622292699,1,FALSE
"16",1.87798557775,0.67443181034,0.2462097315,1.31454157325,0.84487572909,0.2008987002,2.95216623125,0.51345335963,0.05347496883,1.1112230525,0.84503303883,0.23286482139,2.6805265905,0.88124709426,0.05223753153,0.63617143322,2356511.54148692,602265.926797028,13568.5844373003,36780.8156815658,913613.088899633,1.30044840001567,1.05598709671227,1.32332964554041,1.05368713462217,1.24911961631401,0.0522332033286532,-0.112805446467426,-0.579215410530799,0.15480651159715,0.212892507099879,0.320278117896612,0.212892507099879,0.0536191374870017,0,1070045.16967075,0.1891490943,5654727.87225015,1e-04,0,0.267975091934204,56.7451350688934,"1_93_9",1,93,9,1389,TRUE,TRUE,3,0.0303695506525916,1,FALSE
"17",2.92785164875,0.41044406093,0.26065549254,1.5146953825,0.78920602983,0.21374942424,2.946164423,0.47514817334,0.016963403319,1.1787595545,0.89172759681,0.26792358516,2.0427374165,0.92183269897,0.06202109196,0.63676912202,2573907.59482575,546827.298189433,8350.13707136447,38840.8045478864,858974.070238924,1.3620476984056,1.01711130307195,1.34892321879089,1.0643868156848,1.26933758650619,0.144116405700521,-0.108648924062555,-0.392267337914179,0.147111231255947,0.212494539812721,0.300723867807442,0.212494539812721,0.0540460714904488,0,660177.330740629,0.1166595176,5654727.87225015,1e-04,0,0.223647356033325,57.2005596160889,"1_94_4",1,94,4,1399,TRUE,TRUE,1,0.0279528442852891,1,FALSE
"18",2.30673186875,0.4126282913,0.28740545199,1.030092466,0.70346105317,0.1295971857,2.912777564,0.48937391732,0.05240172567,1.125625695,0.91428641946,0.25519010385,2.8416754435,0.97801198794,0.12344129868,0.63596665844,2606037.54067198,573696.185074907,8572.44949279543,43813.68524187,736136.357811057,1.33901168822057,1.05480233599499,1.39902900559671,1.13683697367551,1.14767496197627,0.151726307789489,-0.103749115892727,-0.371082358342245,0.146455767329435,0.212024447154515,0.298427164479152,0.212024447154515,0.064103496477878,0,627169.390808014,0.1108217051,5654727.87225015,1e-04,0,0.245898962020874,57.8983607292175,"1_95_11",1,95,11,1421,TRUE,TRUE,3,0.0293759673038012,1,FALSE
"19",2.94369687,0.324177951721,0.28440959946,2.11577493625,0.85684577494,0.09827742924,2.95809412175,0.59455148975,0.03324428412,1.093434909,0.80637421681,0.27763252977,1.54917549825,0.79189457338,0.12888650703,0.63610368812,2350090.40481213,690032.212209464,6718.94355058087,35675.2606775531,885194.289317971,1.38015123116554,1.03408960497357,1.39323296968031,1.14373690274814,1.10813564640196,0.0749323720361282,-0.124950321584519,-0.53405203382316,0.152941456278919,0.214051081870902,0.315665141859701,0.214051081870902,0.026778231826589,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,0,0.226615190505981,58.831670999527,"1_97_4",1,97,4,1444,TRUE,TRUE,3,0.0273997539552709,1,FALSE
"20",2.82333971425,0.40766608699,0.2652104781,1.5146953825,0.78920602983,0.21374942424,2.946164423,0.47514817334,0.016963403319,1.1787595545,0.89172759681,0.26792358516,2.0427374165,0.92183269897,0.06202109196,0.63676912202,2573907.59482575,546827.298189433,8323.04851665682,38840.8045478864,858974.070238924,1.3620476984056,1.01711130307195,1.3571999778298,1.0643868156848,1.26933758650619,0.144116405700521,-0.108648924062555,-0.392267337914179,0.147111231255947,0.212494539812721,0.300723867807442,0.212494539812721,0.0540460714904488,0,660177.330740629,0.1166595176,5654727.87225015,1e-04,0,0.353610754013062,59.6663455963135,"1_98_4",1,98,4,1459,TRUE,TRUE,1,0.0279528442852891,1,FALSE
