"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","Affiliate_Impressions_thetas","Email_Impressions_thetas","Facebook_Impressions_thetas","Google_Impressions_thetas","Organic_Views_thetas","Affiliate_Impressions_alphas","Email_Impressions_alphas","Facebook_Impressions_alphas","Google_Impressions_alphas","Organic_Views_alphas","Affiliate_Impressions_gammas","Email_Impressions_gammas","Facebook_Impressions_gammas","Google_Impressions_gammas","Organic_Views_gammas","cluster","n","top_sol"
"55","1_122_11",0,0.0339557634374838,0.213582823024108,0.312701032677789,0.151567262055805,0.213582823024108,0.612263995576075,0.143461132094254,0.0130376229009918,0.846204639247697,0.355976898488015,0.873617402027135,0.814484583745242,0.989924671307061,0.577840316216102,0.465304534622842,0.203365214832812,0.542595441546105,0.338494778350054,0.813018029888663,1,1,64,FALSE
"56","1_122_13",0,0.0267955018731766,0.213871511195139,0.308521377198664,0.15011991719435,0.213871511195139,0.623330890262343,0.291821487080771,0.0652515752609912,0.999789661334204,0.434378154719437,0.610330516233167,0.342289099285701,0.927026210807188,0.394051226135794,0.208808824850881,0.510891424175285,0.569301539998849,0.378806080326004,0.893386461736692,0.593266687546577,3,54,FALSE
"57","1_123_1",0,0.0227320855296737,0.21432599929439,0.319628586709677,0.154467826888067,0.21432599929439,0.840237473974982,0.568417481600417,0.14617322908311,0.555987029440876,0.408698552765909,0.863031906224757,0.64517269389685,0.909939877426164,0.147438168282895,0.242713452756172,0.291873384558294,0.97951533547675,0.47913043918701,0.783432516806756,0.502457142928289,1,64,FALSE
"58","1_123_5",0,0.0301128764864941,0.213871021823107,0.310377366447402,0.150935188114805,0.213871021823107,0.472271354033208,0.620442053118774,0.151599159232271,0.484346321932074,0.140695920064305,0.27618087293387,0,0.985596455957269,0.362915854185254,0.261607525257193,0.842875256769372,0.850599117946589,0.403869399124849,0.647800550687827,0.212222550345013,3,54,FALSE
"59","1_123_10",0,0.0426575991231256,0.213288682101878,0.310377759422267,0.150975848253434,0.213288682101878,0.755134031609162,0.313691230176968,0.236323495162389,0.398193012727084,0.39798198133667,0.664088737924012,0.990207435159281,0.794894962109432,0.260533075298546,0.80123965477892,0.0894158559311413,0.366297707869278,0.372194985025078,0.875273860337496,0.753710244355383,1,64,FALSE
"60","1_124_7",0,0.0420309038057792,0.213235574647941,0.311863836342106,0.151449376598386,0.213235574647941,0.619330772480822,0.574363561237731,0.148741023214275,0.711887411789081,0.316194464478847,0.406068728589123,0.675701088641428,0.691614014336287,0.399167806817731,0.422390695188071,0.302378201288352,0.667454172502903,0.35161718122873,0.598869693068459,0.34676544695087,1,64,FALSE
"61","1_124_13",0,0.025733654041446,0.214142796823035,0.322095180487382,0.155348444110409,0.214142796823035,0.518623892435548,0.23868420870169,0.127450840185152,0.91288866043325,0.0426698295244702,0.751607831988853,0.899143844980874,0.873102300518766,0.287823139544387,0.568981477759282,0.403636422374372,0.42899523435817,0.421485435706115,0.691134103640421,0.586611662834691,1,64,FALSE
"62","1_124_15",0,0.0195299711586505,0.21543424953003,0.313085542985944,0.151859716442436,0.21543424953003,0.827336814722791,0.689016615540988,0.134892159296485,0.48288250180676,0.420311371760741,0.593009518545339,0.641819623823514,0.901744905546743,0.323028422806228,0.340740457272964,0.66061079107473,0.860785964277819,0.68067912981335,0.891018202879596,0.534509263576821,1,64,FALSE
"63","1_125_4",0,0.0195291263566584,0.214794651267008,0.325239318521314,0.156537128162314,0.214794651267008,0.161274209900438,0.0171151065273603,0.10232556640492,0.843476330451931,0.598846794869265,0.654540080539159,0.0034133690558942,0.925052322158061,0.305571636052245,0.160519818527538,0.434389621507118,0.965553091208701,0.56504091986422,0.992995802286594,0.414648203760857,3,54,FALSE
"64","1_125_7",0,0.0447706186608144,0.213073460523757,0.302092854897641,0.147637149630474,0.213073460523757,0.649507639665745,0.189541164065693,0.0898321039478876,0.913834673438466,0.201599689710458,0.575011187321853,0.203075412810048,0.977922189996019,0.640390509578821,0.207890927207128,0.537705174573488,0.604378116378794,0.319011030236353,0.935643540547794,0.538730764049042,3,54,FALSE
"65","1_126_8",0,0.0201579228253899,0.214579956084632,0.325086124520808,0.15653598472662,0.214579956084632,0.468161285848395,0.281370965880908,0.0796368766859358,0.596615876345574,0.584371602227089,0.808255121048923,0.265618268379121,0.98043374646193,0.0541074675432742,0.237662841353083,0.146463398974956,0.985954070525359,0.487949157623851,0.774443013693484,0.938078550050793,3,54,FALSE
"66","1_127_2",0,0.0430752790055323,0.213167432833109,0.297737645628196,0.145942421864797,0.213167432833109,0.8387600836509,0.661731125439695,0.138344589791323,0.440812471856562,0.00888198430682733,0.898624829515144,0.832803343489109,0.929749464550127,0.364048957585498,0.494484947429418,0.200758816326479,0.653985967028464,0.317771316062873,0.866216158723481,0.727709615477706,1,64,FALSE
"67","1_127_12",0,0.0656413794040608,0.211515202629369,0.292389058027065,0.144136938079535,0.211515202629369,0.148187796048154,0.331029588580244,0.258297087212713,0.640571574171103,0.0638017231205345,0.782266626412731,0.628540215560743,0.946196290902685,0.178702198407178,0,0.294822119383078,0.706676018122183,0.234874284599007,0.991240485428673,0.594143151580803,3,54,FALSE
"68","1_128_1",0,0.0235278517411704,0.214232851356192,0.318771423190404,0.154033700927282,0.214232851356192,0.719125890218109,0.997347736142382,0,0.72925413566443,0.401742820679733,0.920848722833525,0.356520302828945,0.717700953455724,0.241837509807953,0.536977936986094,0.786698961719896,0.886821331202195,0.412460304635018,0.823888191177902,0.852280204145711,1,64,FALSE
"69","1_128_7",0,0.0418820443259187,0.2132918870466,0.311285647473296,0.151233971852305,0.2132918870466,0.947589664860795,0.94616989508405,0.148741023214275,0.711887411789081,0.316194464478847,0.579151524667012,0.797508841660636,0.691614014336287,0.399167806817731,0.422390695188071,0.347688839439003,1,0.35161718122873,0.598869693068459,0.34676544695087,1,64,FALSE
"70","1_128_10",0,0.0215801313608841,0.214265071497706,0.319568111981353,0.154308256633214,0.214265071497706,0.779488400149912,0.468130598963818,0.0807327810647463,0.651659981525547,0.44272704542535,0.725787181873925,0.371084912770261,0.974453689787807,0.40937766102938,0.243791841703437,0.263316994683126,0.81297691425518,0.467786481439454,0.768300396199049,0.669507021983086,3,54,FALSE
"71","1_128_15",0,0.0253873977507894,0.213954063393339,0.31246076203273,0.151583545322396,0.213954063393339,0.650795835708843,0.689016615540988,0.0422693234169972,0.867976603468424,0.269196612138015,0.652328579927887,0.364933405745349,0.88820536884737,0.431981276779798,0.520165326401283,0.552457027113728,0.95076653606735,0.400885638917964,0.917280154478431,0.403206196636859,3,54,FALSE
"72","1_129_2",0,0.0410576162047307,0.213092713035611,0.304379448608553,0.148560714757063,0.213092713035611,0.8387600836509,0.661731125439695,0.138344589791323,0.72682995947523,0.196301430836196,0.898624829515144,0.832803343489109,0.929749464550127,0.364048957585498,0.475008823365672,0.200758816326479,0.653985967028464,0.317771316062873,0.866216158723481,0.679332519064457,1,64,FALSE
