"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"211","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63900598706,0.0900547904774075,-0.124160429242301,-0.503428693483526,0.151686210221228,0.213975919884937,0.312498544124513,0.213975919884937,0.0247464527761976,0,847965.866402626,0.1498719587,5654727.87225015,1e-04,"1_103_14",1,103,14,1544,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"212","Google_Impressions",21098.5760118964,378696.247809556,0.0361442358878444,3351.29422840315,0.0361442358878444,378696.247809556,0.0361442358878444,3351.29422840315,0.0361442358878444,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.741282932080987,0.741282932080987,0.63900598706,0.0900547904774075,-0.124160429242301,-0.503428693483526,0.151686210221228,0.213975919884937,0.312498544124513,0.213975919884937,0.0247464527761976,0,847965.866402626,0.1498719587,5654727.87225015,1e-04,"1_103_14",1,103,14,1544,2,3351.29422840315,656626.78744641,166350.159127826,0.00683551700169044,0.00683551700169044,146.294713297136,146.294713297136,3,FALSE,0.00614836150170441,0.000208230508885948,0.00308252913534494,0.00922081584551984,0.275216331884598
"213","Facebook_Impressions",22082.0430366786,132169.754118278,0.0126147929844076,1169.64384175468,0.0126147929844076,132169.754118278,0.0126147929844076,1169.64384175468,0.0126147929844076,TRUE,0.244677122195661,0.244677122195661,161373.82300885,18235242,NA,NA,0.258717067919013,0.258717067919013,0.63900598706,0.0900547904774075,-0.124160429242301,-0.503428693483526,0.151686210221228,0.213975919884937,0.312498544124513,0.213975919884937,0.0247464527761976,0,847965.866402626,0.1498719587,5654727.87225015,1e-04,"1_103_14",1,103,14,1544,2,1169.64384175468,164378.85650448,3005.03349563082,0.00724803948959264,0.00724803948959264,137.968343223831,137.968343223831,3,FALSE,0.00666154589379305,0.000271917387353167,0.00265856156013475,0.0106742308008493,1.68993344758922e-05
"214","Affiliate_Impressions",0,0,0,0,0,0,0,0,0,TRUE,0.0119589773890613,0.0119589773890613,7887.3982300885,891276,NA,NA,0,0,0.63900598706,0.0900547904774075,-0.124160429242301,-0.503428693483526,0.151686210221228,0.213975919884937,0.312498544124513,0.213975919884937,0.0247464527761976,0,847965.866402626,0.1498719587,5654727.87225015,1e-04,"1_103_14",1,103,14,1544,2,0,10319.8841996776,2432.48596958907,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"215","Organic_Views",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,8051.88495575221,8051.88495575221,NA,NA,0.63900598706,0.0900547904774075,-0.124160429242301,-0.503428693483526,0.151686210221228,0.213975919884937,0.312498544124513,0.213975919884937,0.0247464527761976,0,847965.866402626,0.1498719587,5654727.87225015,1e-04,"1_103_14",1,103,14,1544,2,0,8891.06485519383,839.179899441614,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"216","Email_Impressions",17538.3847070456,659411.953660908,0.0629368295520323,5835.5040146983,0.0629368295520323,659411.953660908,0.0629368295520323,5835.5040146983,0.0629368295520323,TRUE,NA,NA,NA,NA,389433.016085841,389433.016085841,NA,NA,0.63900598706,0.0900547904774075,-0.124160429242301,-0.503428693483526,0.151686210221228,0.213975919884937,0.312498544124513,0.213975919884937,0.0247464527761976,0,847965.866402626,0.1498719587,5654727.87225015,1e-04,"1_103_14",1,103,14,1544,2,5835.5040146983,438660.729070084,49227.7129842435,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.210850325647779
"217","(Intercept)",76417.4475276958,8635171.57062963,0.829419611770734,76417.4475276958,0.829419611770734,8635171.57062963,0.829419611770734,76417.4475276958,0.829419611770734,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"218","trend",0.101509387444876,1215561.81136075,0.116756314268421,10757.1841713341,0.116756314268421,1215561.81136075,0.116756314268421,10757.1841713341,0.116756314268421,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"219","season",0.0335781131047607,-9587.95662035994,-0.000920935871706569,-84.8491736315039,-0.000920935871706569,-9587.95662035994,-0.000920935871706569,-84.8491736315039,-0.000920935871706569,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"220","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"221","Google_Impressions",14224.1487189859,285725.48764664,0.0274443097161994,2528.54413846584,0.0274443097161994,285725.48764664,0.0274443097161994,2528.54413846584,0.0274443097161994,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.747786363259756,0.747786363259756,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,2528.54413846584,630117.801621926,139841.173303342,0.00515738257223794,0.00515738257223794,193.896804433896,193.896804433896,1,FALSE,0.00782942360134586,0.00074135540919751,0,0.019703727690251,0.268324012865968
"222","Facebook_Impressions",19710.2346930409,96369.588814909,0.00925642603480304,852.828219600965,0.00925642603480304,96369.588814909,0.00925642603480304,852.828219600965,0.00925642603480304,TRUE,0.244677122195661,0.244677122195661,161373.82300885,18235242,NA,NA,0.252213636740244,0.252213636740244,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,852.828219600965,163763.514533015,2389.69152416504,0.00528479900704959,0.00528479900704959,189.221955019682,189.221955019682,1,FALSE,0.00891222269670811,0.000954082668229271,0,0.0241936972477182,8.0089487548058e-06
"223","Affiliate_Impressions",0,0,0,0,0,0,0,0,0,TRUE,0.0119589773890613,0.0119589773890613,7887.3982300885,891276,NA,NA,0,0,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,0,9940.0485795505,2052.65034946201,0,0,Inf,Inf,1,FALSE,0,0,0,0,NA
"224","Organic_Views",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,8051.88495575221,8051.88495575221,NA,NA,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,0,9520.44538774805,1468.56043199584,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"225","Email_Impressions",7482.57539813904,187860.764744866,0.0180442740815489,1662.48464375988,0.0180442740815489,187860.764744866,0.0180442740815489,1662.48464375988,0.0180442740815489,TRUE,NA,NA,NA,NA,389433.016085841,389433.016085841,NA,NA,0.64111130597,0.0389459445271099,-0.131495769349777,-0.612635610027841,0.155887893060628,0.214672899591443,0.323649323706786,0.214672899591443,0.0197483892691623,0,1164075.76812115,0.2057794264,5654727.87225015,1e-04,"1_104_6",1,104,6,1551,1,1662.48464375988,504392.285354597,114959.269268756,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.0283637452304506
"226","(Intercept)",73709.5378516678,8329177.77723846,0.796300942054997,73709.5378516678,0.796300942054997,8329177.77723846,0.796300942054997,73709.5378516678,0.796300942054997,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"227","trend",0.121680884930489,1457112.88992268,0.13930551105497,12894.8043355989,0.13930551105497,1457112.88992268,0.13930551105497,12894.8043355989,0.13930551105497,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"228","season",0.040906099045927,-11680.4033013066,-0.00111669079483816,-103.366400896519,-0.00111669079483816,-11680.4033013066,-0.00111669079483816,-103.366400896519,-0.00111669079483816,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"229","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"230","Google_Impressions",19575.0493781853,344343.123750702,0.0329205068214735,3047.28428097967,0.0329205068214735,344343.123750702,0.0329205068214735,3047.28428097967,0.0329205068214735,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.743498537856369,0.743498537856369,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,3047.28428097967,685278.104671917,195001.476353333,0.00621543860132678,0.00621543860132678,160.889691644052,160.889691644052,3,FALSE,0.00614836150170441,0.000208230508885948,0.00308252913534494,0.00922081584551984,0.278954418613343
"231","Facebook_Impressions",22908.2246858846,118795.814953201,0.0113573298456824,1051.29039781594,0.0113573298456824,118795.814953201,0.0113573298456824,1051.29039781594,0.0113573298456824,TRUE,0.244677122195661,0.244677122195661,161373.82300885,18235242,NA,NA,0.256501462143631,0.256501462143631,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,1051.29039781594,165364.157379933,3990.33437108389,0.00651462782633764,0.00651462782633764,153.500710502165,153.500710502165,3,FALSE,0.00666154589379305,0.000271917387353167,0.00265856156013475,0.0106742308008493,3.61878893944526e-05
"232","Affiliate_Impressions",0,0,0,0,0,0,0,0,0,TRUE,0.0119589773890613,0.0119589773890613,7887.3982300885,891276,NA,NA,0,0,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,0,9421.4136014499,1534.0153713614,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"233","Organic_Views",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,8051.88495575221,8051.88495575221,NA,NA,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,0,9209.23796057635,1157.35300482414,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"234","Email_Impressions",7962.8735686158,222087.446308655,0.0212324010177154,1965.37563105004,0.0212324010177154,222087.446308655,0.0212324010177154,1965.37563105004,0.0212324010177154,TRUE,NA,NA,NA,NA,389433.016085841,389433.016085841,NA,NA,0.63610368812,0.078698330448028,-0.128272841568758,-0.528966211636499,0.152629825789139,0.214366946774746,0.31514144723884,0.214366946774746,0.022424204487821,0,934683.650521184,0.1652089402,5654727.87225015,1e-04,"1_105_4",1,105,4,1564,2,1965.37563105004,403332.730031595,13899.7139457547,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.000566937809195224
"235","(Intercept)",72425.4998205206,8184081.47971883,0.784651440153139,72425.4998205206,0.784651440153139,8184081.47971883,0.784651440153139,72425.4998205206,0.784651440153139,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"236","trend",0.108954464828961,1304715.65199085,0.125090032138846,11546.1562123084,0.125090032138846,1304715.65199085,0.125090032138846,11546.1562123084,0.125090032138846,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"237","season",0.0364128921191636,-10397.4046716427,-0.00099685451197875,-92.012430722502,-0.00099685451197875,-10397.4046716427,-0.00099685451197875,-92.012430722502,-0.00099685451197875,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"238","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"239","Google_Impressions",17058.4830181961,307882.156843522,0.0295183006624983,2724.62085702232,0.0295183006624983,307882.156843522,0.0295183006624983,2724.62085702232,0.0295183006624983,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.743015336123268,0.743015336123268,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,2724.62085702232,688451.756384881,198175.128066297,0.00555731336075814,0.00555731336075814,179.943065125911,179.943065125911,3,FALSE,0.00614836150170441,0.000208230508885948,0.00308252913534494,0.00922081584551984,0.288346564251212
"240","Facebook_Impressions",19204.2582857296,106486.351954584,0.0102094131913126,942.35709694322,0.0102094131913126,106486.351954584,0.0102094131913126,942.35709694322,0.0102094131913126,TRUE,0.244677122195661,0.244677122195661,161373.82300885,18235242,NA,NA,0.256984663876732,0.256984663876732,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,942.35709694322,164800.577486796,3426.75447794657,0.00583959082937226,0.00583959082937226,171.244874721385,171.244874721385,3,FALSE,0.00666154589379305,0.000271917387353167,0.00265856156013475,0.0106742308008493,2.33296191488615e-05
"241","Affiliate_Impressions",0,0,0,0,0,0,0,0,0,TRUE,0.0119589773890613,0.0119589773890613,7887.3982300885,891276,NA,NA,0,0,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,0,8536.53666108622,649.138430997723,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"242","Organic_Views",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,8051.88495575221,8051.88495575221,NA,NA,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,0,8555.81726233808,503.932306585868,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"243","Email_Impressions",14341.3140031837,537444.545168322,0.051527668366183,4756.14641741878,0.051527668366183,537444.545168322,0.051527668366183,4756.14641741878,0.051527668366183,TRUE,NA,NA,NA,NA,389433.016085841,389433.016085841,NA,NA,0.63540163589,0.0544168004982644,-0.126285632793853,-0.578876152584232,0.154628076358951,0.214178083052912,0.32024371387164,0.214178083052912,0.0228857731445747,0,1064430.98163404,0.1881561642,5654727.87225015,1e-04,"1_106_1",1,106,1,1576,2,4756.14641741878,433066.480016109,43633.4639302681,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.19755581124124
"244","(Intercept)",67851.9998270622,7667275.98045803,0.72775256919598,67851.9998270622,0.72775256919598,7667275.98045803,0.72775256919598,67851.9998270622,0.72775256919598,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"245","trend",0.154885515447991,1854734.05416562,0.176045244299876,16413.5757005807,0.176045244299876,1854734.05416562,0.176045244299876,16413.5757005807,0.176045244299876,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"246","season",0.0539247530210934,-15397.773874809,-0.00146150595411613,-136.263485617779,-0.00146150595411613,-15397.773874809,-0.00146150595411613,-136.263485617779,-0.00146150595411613,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"247","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"248","Google_Impressions",22521.0891826549,451410.825307492,0.0428464279514274,3994.78606466807,0.0428464279514274,451410.825307492,0.0428464279514274,3994.78606466807,0.0428464279514274,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.725782739185788,0.725782739185788,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,3994.78606466807,675154.950847941,184878.322529357,0.00814802467408714,0.00814802467408714,122.729132519721,122.729132519721,1,FALSE,0.00782942360134586,0.00074135540919751,0,0.019703727690251,0.276012444379085
"249","Facebook_Impressions",23384.5205914739,170553.298300494,0.0161883570305002,1509.32122389818,0.0161883570305002,170553.298300494,0.0161883570305002,1509.32122389818,0.0161883570305002,TRUE,0.244677122195661,0.244677122195661,161373.82300885,18235242,NA,NA,0.274217260814212,0.274217260814212,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,1509.32122389818,165815.981422101,4442.15841325173,0.00935294954136029,0.00935294954136029,106.918143370477,106.918143370477,1,FALSE,0.00891222269670811,0.000954082668229271,0,0.0241936972477182,7.70494015370073e-05
"250","Affiliate_Impressions",0,0,0,0,0,0,0,0,0,TRUE,0.0119589773890613,0.0119589773890613,7887.3982300885,891276,NA,NA,0,0,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,0,11201.0982751751,3313.70004508662,0,0,Inf,Inf,1,FALSE,0,0,0,0,NA
"251","Organic_Views",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,8051.88495575221,8051.88495575221,NA,NA,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,0,8376.90326784087,325.018312088659,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"252","Email_Impressions",15584.0283318675,406976.913557093,0.0386289074763331,3601.56560669994,0.0386289074763331,406976.913557093,0.0386289074763331,3601.56560669994,0.0386289074763331,TRUE,NA,NA,NA,NA,389433.016085841,389433.016085841,NA,NA,0.63584344763,0.136609461544424,-0.112711139221137,-0.406821580811562,0.147754978135994,0.212883485877186,0.302291608828513,0.212883485877186,0.0485291968928228,0,684812.884966477,0.1210165828,5654727.87225015,1e-04,"1_107_11",1,107,11,1601,2,3601.56560669994,487072.405136325,97639.3890504845,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.076736670432623
"253","(Intercept)",62294.2467290112,7039249.88037826,0.662800732612704,62294.2467290112,0.662800732612704,7039249.88037826,0.662800732612704,62294.2467290112,0.662800732612704,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64079455385,0.204513114444646,-0.114827171470336,-0.272648176107489,0.141825718218615,0.213085808989684,0.287515167820201,0.213085808989684,0.0514259880903323,0,514834.583673614,0.09095407499,5654727.87225015,1e-04,"1_108_11",1,108,11,1616,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"254","trend",0.190462729486591,2280766.59980988,0.214752111227985,20183.7752195564,0.214752111227985,2280766.59980988,0.214752111227985,20183.7752195564,0.214752111227985,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64079455385,0.204513114444646,-0.114827171470336,-0.272648176107489,0.141825718218615,0.213085808989684,0.287515167820201,0.213085808989684,0.0514259880903323,0,514834.583673614,0.09095407499,5654727.87225015,1e-04,"1_108_11",1,108,11,1616,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"255","season",0.068667059024031,-19607.3192414365,-0.00184618329774321,-173.516099481739,-0.00184618329774321,-19607.3192414365,-0.00184618329774321,-173.516099481739,-0.00184618329774321,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.64079455385,0.204513114444646,-0.114827171470336,-0.272648176107489,0.141825718218615,0.213085808989684,0.287515167820201,0.213085808989684,0.0514259880903323,0,514834.583673614,0.09095407499,5654727.87225015,1e-04,"1_108_11",1,108,11,1616,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"256","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64079455385,0.204513114444646,-0.114827171470336,-0.272648176107489,0.141825718218615,0.213085808989684,0.287515167820201,0.213085808989684,0.0514259880903323,0,514834.583673614,0.09095407499,5654727.87225015,1e-04,"1_108_11",1,108,11,1616,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"257","Google_Impressions",32353.5460728427,559459.36576176,0.0526774988521941,4950.96783859965,0.0526774988521941,559459.36576176,0.0526774988521941,4950.96783859965,0.0526774988521941,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.724113645443482,0.724113645443482,0.64079455385,0.204513114444646,-0.114827171470336,-0.272648176107489,0.141825718218615,0.213085808989684,0.287515167820201,0.213085808989684,0.0514259880903323,0,514834.583673614,0.09095407499,5654727.87225015,1e-04,"1_108_11",1,108,11,1616,3,4950.96783859965,678554.220963137,188277.592644553,0.0100983150177464,0.0100983150177464,99.0264215606894,99.0264215606894,1,FALSE,0.00782942360134586,0.00074135540919751,0,0.019703727690251,0.243732416746885
