"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","trend",0.0919402896814968,1100973.10086678,0.105690468450044,9743.12478643168,0.105690468450044,1100973.10086678,0.105690468450044,9743.12478643168,0.105690468450044,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"12","season",0.0265276325004139,-7574.74932737532,-0.000727155644558133,-67.0331798882772,-0.000727155644558133,-7574.74932737532,-0.000727155644558133,-67.0331798882772,-0.000727155644558133,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"13","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"14","Google_Impressions",7765.64520127953,223452.64229865,0.0214508550866058,1977.45701149248,0.0214508550866058,223452.64229865,0.0214508550866058,1977.45701149248,0.0214508550866058,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.749276316835145,0.749276316835145,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,1977.45701149248,623626.516228936,133349.887910352,0.00403334953631018,0.00403334953631018,247.932888284913,247.932888284913,1,FALSE,0.00782942360134586,0.00074135540919751,0,0.019703727690251,0.251195280042582
"15","Facebook_Impressions",24526.4699439633,74771.9742787,0.00717790923522903,661.698887422123,0.00717790923522903,74771.9742787,0.00717790923522903,661.698887422123,0.00717790923522903,TRUE,0.244677122195661,0.244677122195661,161373.82300885,18235242,NA,NA,0.250723683164855,0.250723683164855,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,661.698887422123,164097.619409267,2723.79640041704,0.0041004103087143,0.0041004103087143,243.878032858022,243.878032858022,1,FALSE,0.00891222269670811,0.000954082668229271,0,0.0241936972477182,9.88068559359866e-06
"16","Affiliate_Impressions",0,0,0,0,0,0,0,0,0,TRUE,0.0119589773890613,0.0119589773890613,7887.3982300885,891276,NA,NA,0,0,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,0,10278.7797213577,2391.38149126917,0,0,Inf,Inf,1,FALSE,0,0,0,0,NA
"17","Organic_Views",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,8051.88495575221,8051.88495575221,NA,NA,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,0,9945.58796728491,1893.70301153269,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"18","Email_Impressions",7857.61444441202,135610.172345464,0.0130182132792339,1200.09002075632,0.0130182132792339,135610.172345464,0.0130182132792339,1200.09002075632,0.0130182132792339,TRUE,NA,NA,NA,NA,389433.016085841,389433.016085841,NA,NA,0.62829382223,0.00324654193801466,-0.168021306973475,-0.677492906075213,0.159445802793242,0.21636376291705,0.329793925107465,0.21636376291705,0.0195293378242718,0,1508568.64232568,0.2667067309,5654727.87225015,1e-04,"1_47_8",1,47,8,698,3,1200.09002075632,478997.853842526,89564.8377566854,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.0125035254479033
"19","(Intercept)",74167.7870626086,8380959.93807477,0.804238597294189,74167.7870626086,0.804238597294189,8380959.93807477,0.804238597294189,74167.7870626086,0.804238597294189,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64073142779,0.0478539242012724,-0.129708677608265,-0.597217632396601,0.155163751164425,0.214503304716647,0.322098445623195,0.214503304716647,0.0206562427539237,0,1100172.35174373,0.1944774135,5654727.87225015,1e-04,"1_51_13",1,51,13,763,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"20","trend",0.106374905924205,1273825.76708754,0.122236576202393,11272.7943990048,0.122236576202393,1273825.76708754,0.122236576202393,11272.7943990048,0.122236576202393,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64073142779,0.0478539242012724,-0.129708677608265,-0.597217632396601,0.155163751164425,0.214503304716647,0.322098445623195,0.214503304716647,0.0206562427539237,0,1100172.35174373,0.1944774135,5654727.87225015,1e-04,"1_51_13",1,51,13,763,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"21","season",0.0353673531994775,-10098.8595516244,-0.000969088588906341,-89.3704385099507,-0.000969088588906341,-10098.8595516244,-0.000969088588906341,-89.3704385099507,-0.000969088588906341,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.64073142779,0.0478539242012724,-0.129708677608265,-0.597217632396601,0.155163751164425,0.214503304716647,0.322098445623195,0.214503304716647,0.0206562427539237,0,1100172.35174373,0.1944774135,5654727.87225015,1e-04,"1_51_13",1,51,13,763,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"22","holiday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.64073142779,0.0478539242012724,-0.129708677608265,-0.597217632396601,0.155163751164425,0.214503304716647,0.322098445623195,0.214503304716647,0.0206562427539237,0,1100172.35174373,0.1944774135,5654727.87225015,1e-04,"1_51_13",1,51,13,763,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"23","Google_Impressions",16872.0558884601,294126.844652177,0.0282244710292663,2602.89243055024,0.0282244710292663,294126.844652177,0.0282244710292663,2602.89243055024,0.0282244710292663,TRUE,0.743363900415277,0.743363900415277,490276.628318584,55401259,NA,NA,0.745773935730038,0.745773935730038,0.64073142779,0.0478539242012724,-0.129708677608265,-0.597217632396601,0.155163751164425,0.214503304716647,0.322098445623195,0.214503304716647,0.0206562427539237,0,1100172.35174373,0.1944774135,5654727.87225015,1e-04,"1_51_13",1,51,13,763,1,2602.89243055024,584009.949108649,93733.3207900651,0.00530902816941719,0.00530902816941719,188.358390290812,188.358390290813,3,FALSE,0.00614836150170441,0.000208230508885948,0.00308252913534494,0.00922081584551984,0.159353941132525
